#,lemma,Verb form,Concordance,Hit?,Construction,comments,TA,FREAK,Coments
141,afford,affords,"Considerable teachers agreed with the fact that physical punishment affords them enough time to deal with bullies, while teaching class",1,DO,,simple_present,,
27036,teach,teach,"For example, she said ""Pianist always should prepare songs that can play anytime"" Second, she teach us many piano's skills and histroical things",1,DO,,simple_present,,
27047,teach,teach,"In the end, I think proper love physical punishment is good way to teach children a right way",1,DO,,infinitive,,
27063,teach,teach,bescause he is very kind of our class and he teach us Earth science very well,1,DO,,simple_present,,
27083,teach,teach,I teach her math for 3 hours,1,DO,,simple_present,,
27093,teach,teach,"But instead, punishing children in other ways like running playground for 10 times or talking with the children what is wrong can be good answer to teach another lesson to children",1,PO,,infinitive,,
27096,teach,teach,"Second, This book also give me to prepare to teach mathematics to student",1,PO,,infinitive,,
27097,teach,teach,I used to work in academy that teach math and english and korea to high school student in the academy I make quite and good mood for student to study alone,1,PO,,simple_present,,
27127,teach,teach,"second, when i teach it to my friends they want to know, i was so happy to let my friends know something they didn't know",1,PO,,simple_present,,
27130,teach,teach,The last thing is to teach my younger sister and brother math,1,DO,,infinitive,,
27146,teach,teach,Therefore teachers shoud teach children many things,1,DO,,infinitive,,
27167,teach,teach,"School isn't a place that only teach chlidren study, but a place that makes children a teenager",1,DO,,simple_present,,
27169,teach,teach,To teach them these society roles schools have to use punishment,1,DO,,infinitive,,
27180,teach,teach,she teach me math`s amasing aspect,1,DO,,simple_present,,
27181,teach,teach,It is teachers' rule to teach students being a human and acting in moral manners and it is students' rule to learn from them,1,DO,,infinitive,,
27192,teach,teach,therfore teacher trying to teach them a good norm are underestimated by students,1,DO,,infinitive,,
27212,teach,teach,First school teach right manners to student,1,PO,,simple_present,,
27219,teach,teach,and i teach math to my younger sister,1,PO,,simple_present,,
27256,teach,teach,She once used blocks made of wood to teach us three-dimention,1,DO,,infinitive,,
27263,teach,teach,Some people insist that physical punishment of children in schools be allowed because it is efficient to teach them a lesson,1,DO,,infinitive,,
27264,teach,teach,I think physical punishment is needed to teach students right way in all schools,1,DO,,infinitive,,
27286,teach,teach,So I teach math to my brother and his friends,1,PO,,simple_present,,
27287,teach,teach,Another thing I like about her is that she teach me my disadvantages,1,DO,,simple_present,,
27291,teach,teach,He often use the video and any comic books to teach the Korean history more interestingly to us,1,PO,,infinitive,,
27301,teach,teach,"I think we don't have to teach violent punishiment to children at school, and we must not",1,PO,,infinitive,,
27319,teach,teach,I teach 4 students math,1,DO,,simple_present,,
27327,teach,teach,"Also, I maintain that government must teach the importance of the ethics in the Internet to citizen and children and students in the elementary school must learn the right aspects of netizen(the word, citizen in the Internet)",1,PO,,infinitive,,
27338,teach,teach,"Also, history teach us unnoticeable things that we cannot learn in nowadays society",1,DO,,simple_present,,
27369,teach,teach,"For example, when I was in slump during high school 3rd grade, she said to me that when she was high school student, she had a slump that I have also! So she teach me a awesome solution about my slump",1,DO,,simple_present,,
27374,teach,teach,So i teach him Korean and read books,1,DO,,simple_present,,
27381,teach,teach,She always takes care our class hardly and she teach me writing skills at afterschool class,1,DO,,simple_present,,
27386,teach,teach,"School is the place to teach students not only knowledge, but also rules and responsibility of their behavior",1,DO,,infinitive,,
27387,teach,teach,"If teachers can not control them, who can teach such things to immature abdolescent students? In fact, I don't agree with teachers' absolute power in class",1,PO,,infinitive,,
27399,teach,teach,So it is unneccesary to physcally punish student to teach them lessons,1,DO,,infinitive,,
27401,teach,teach,Hakwon is a place where they teach academic subjects to highschool senior students,1,PO,,simple_present,,
27403,teach,teach,"To sum up, students follow the rules of school when there is physical punishment, and to teach students etiquette, a suitable physical punishment is necessary",1,DO,,infinitive,,
27407,teach,teach,Secondly we could teach them manner and politeness with a physical punishment in schools,1,DO,,infinitive,,
27422,teach,teach,math teachers teach math very logically to me,1,PO,,simple_present,,
27435,teach,teach,"Because I'm make many best friends in my high school, My friends teach me basketball and we make a band sing song togeter, have lunch togeter",1,DO,,simple_present,,
27441,teach,teach,School has to teach students common manners,1,DO,,infinitive,,
27442,teach,teach,So teachers teach students things which are not allowed through physical punishment,1,DO,,simple_present,,
27445,teach,teach,And class teach me extracurricular math,1,DO,,simple_present,,
27450,teach,teach,She teach me a lot of things,1,DO,,simple_present,,
27457,teach,teach,"The professers teach us campus life, and how to make future plan",1,DO,,simple_present,,
27471,teach,teach,I think the cause of it is that their parents didn't teach their children the importance of courtesy and group,1,DO,,simple_past,,
27497,teach,teaches,He always teaches me new words which were coined on the Internet humor site through text massaging,1,DO,,simple_present,,
27500,teach,teaches,"So he teaches students math with funny story, society tip",1,DO,,simple_present,,
27516,teach,teaches,"I really like him because he teaches us not only the contents in the book, also some other topics about Korea history, such as Dok-do problem or china's history distort",1,DO,,simple_present,,
27518,teach,teaches,Physical punishment teaches students humanlike values and it's the right way to teach I think,1,DO,,simple_present,,
27535,teach,teaches,In conclusion I adore my best friend because he teaches me everything,1,DO,,simple_present,,
27547,teach,teaches,Science teaches me th rule of nature and importance of cowork,1,DO,,simple_present,,
27562,teach,teaches,So it teaches me a writting in website is done very carefully,1,DO,,simple_present,,
27564,teach,teaches,but she teaches ethics easily to student,1,PO,,simple_present,,
27566,teach,teaches,the reason I like her is that she teaches us passionately and she teaches us not only chiness but also chiness culture,1,DO,,simple_present,,
27735,teach,teaching,"The solution is that schools should provide children behavior educational program from when they are very young, teaching them public manners and how to behave",1,DO,,present_progressive,,
27833,teach,teaching,The aim of school is not just teaching students some knowledge,1,DO,,present_progressive,,
